Brand,Model,Processor,Generation,Operating System,RAM,Storage,Size,Warranty,Color,Star Rating,No. of Ratings,No. of Reviews,Price
Lenovo,Lenovo LOQ Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.4,1829,126,76190
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.3,1613,205,32990
HP,HP,Intel Core i3,13th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,1604,222,32490
HP,HP,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,100.58,1,Silver,4.3,1913,297,34990
Acer,Acer Aspire,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.4,1621,143,61990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.3,1746,199,47990
Lenovo,Lenovo LOQ AMD Ryzen,Intel Core i5,12th Gen,Windows 11 Operating System,24 GB,512,39.62,1,Black,4.5,1504,127,85690
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,439,272,47990
Apple,Apple MacBook AIR Apple M,Intel Core i3,12th Gen,Mac OS Operating System,8 GB,256,34.54,2,Silver,4.7,1498,116,84990
HP,HP Omen AMD Ryzen,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.89,2,Black,4.7,1658,226,102990
Acer,Acer Predator Neo Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Metallic Black,4.5,1650,222,119990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,1,Blue,4,1556,267,42990
DELL,DELL Inspiron,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,882,349,35990
HP,HP Backlit Intel Core i,Intel Celeron Dual,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,877,343,49990
ASUS,ASUS Vivobook,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.2,1222,230,52990
Lenovo,Lenovo IdeaPad Slim,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Metallic Black,4.2,1532,175,36990
Lenovo,Lenovo ThinkBook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,40.64,2,Silver,4.2,1632,330,36990
DELL,DELL Inspiron,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,959,303,42490
MSI,MSI Modern,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,1729,293,44990
Lenovo,Lenovo Intel Core i,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,40.64,2,Blue,4.1,1684,347,56990
Lenovo,Lenovo IdeaPad Slim,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Silver,4.1,898,145,49690
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,567,313,47990
ASUS,ASUS Vivobook,Intel Core i7,14th Gen,Windows 11 Home Operating System,16 GB,512,39.62,1,Silver,4.3,1950,314,40990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,1498,257,32990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.4,1507,168,58990
Lenovo,Lenovo LOQ Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.4,933,236,76190
MSI,MSI Thin,Intel Core i3,11th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,913,184,47990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.3,1647,110,65990
Lenovo,Lenovo LOQ AMD Ryzen,Intel Core i5,13th Gen,Windows 11 Operating System,24 GB,512,39.62,1,Metallic Black,4.5,1881,198,85690
HP,HP Omen AMD Ryzen,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,1,40.89,1,Grey,4.7,1745,190,102990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.4,1506,340,55990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.3,1965,293,49990
SAMSUNG,SAMSUNG Galaxy Book,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.5,1386,315,75990
Acer,Acer Aspire,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.4,1770,258,67990
Acer,Acer Predator Neo Intel Core i,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,1,40.64,2,Black,4.5,691,260,119990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Metallic Black,4.3,813,266,36990
MSI,MSI Crosshair,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Blue,4.1,1541,193,140990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.3,1783,273,49990
HP,HP Intel Core i,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.2,1659,264,53990
Acer,Acer Aspire,Intel Core i7,13th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.2,1660,214,29990
Acer,Acer One Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Metallic Black,4.2,1386,319,28990
Lenovo,Lenovo IdeaPad Slim,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.1,1886,287,49690
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.3,1898,130,36990
Acer,Acer Swift Go,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.3,1201,110,59990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Metallic Black,4.7,1354,186,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.5,948,220,61990
Lenovo,Lenovo LOQ Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.4,362,229,76190
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,251,331,32990
HP,HP,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,891,204,32490
HP,HP,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,100.58,1,Black,4.3,469,126,34990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.4,1104,101,61990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.3,1498,202,47990
Lenovo,Lenovo LOQ AMD Ryzen,Intel Core i5,12th Gen,Windows 11 Operating System,24 GB,512,39.62,2,Metallic Black,4.5,634,200,85690
ASUS,ASUS Vivobook,AMD Ryzen 7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,1676,120,47990
Apple,Apple MacBook AIR Apple M,AMD Ryzen 7,13th Gen,Mac OS Operating System,8 GB,256,34.54,1,Silver,4.7,1911,157,84990
HP,HP Omen AMD Ryzen,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.89,2,Black,4.7,1403,232,102990
Acer,Acer Predator Neo Intel Core i,Intel Celeron Dual,12th Gen,Windows 11 Operating System,16 GB,1,40.64,2,Metallic Black,4.5,1326,279,119990
Acer,Acer Aspire,Intel Core i7,13th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,2,Grey,4,1957,272,42990
DELL,DELL Inspiron,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,979,184,35990
HP,HP Backlit Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Blue,4.2,1945,192,49990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.2,1983,119,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.1,1689,160,49690
Lenovo,Lenovo LOQ Intel Core i,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.4,496,137,76190
DELL,DELL Inspiron,Intel Core i7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Grey,4.2,1085,247,42490
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.3,1712,341,44990
MSI,MSI Modern,Intel Core i7,14th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Metallic Black,4.3,452,124,32990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Metallic Black,4.3,1457,229,47990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Blue,4.2,372,220,36990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,650,259,47990
ASUS,ASUS Vivobook,Intel Core i3,11th Gen,Windows 11 Home Operating System,16 GB,512,39.62,2,Grey,4.3,1016,125,40990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.4,543,297,58990
Lenovo,Lenovo LOQ AMD Ryzen,Intel Core i3,12th Gen,Windows 11 Operating System,24 GB,512,39.62,1,Grey,4.5,529,268,85690
HP,HP Omen AMD Ryzen,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,1,40.89,2,Grey,4.7,1133,348,102990
HP,HP Victus Intel Core i,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.3,1883,166,65990
Acer,Acer Predator Neo Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Blue,4.5,1231,100,119990
MSI,MSI Modern,AMD Ryzen 3,10th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Silver,4.3,1784,150,36990
HP,HP Victus Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Black,4.4,1001,104,55990
MSI,MSI Thin,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.3,393,112,49990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.5,858,246,75990
Acer,Acer Aspire,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.4,1474,239,67990
Acer,Acer Predator Neo Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Metallic Black,4.4,1397,147,104990
MSI,MSI Modern,AMD Ryzen 7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,436,252,32990
MSI,MSI Crosshair,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Grey,4.1,1599,156,140990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.3,713,214,49990
HP,HP Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.2,1622,134,53990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Black,4.2,909,175,29990
Acer,Acer One Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,2,Metallic Black,4.2,1013,193,28990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.1,1204,104,49690
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,652,325,36990
Acer,Acer Swift Go,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,1619,121,59990
Apple,Apple MacBook AIR Apple M,AMD Ryzen 5,11th Gen,Mac OS Operating System,8 GB,256,34.54,1,Silver,4.7,1784,202,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.5,396,304,61990
Lenovo,Lenovo LOQ Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.4,1421,284,76190
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Black,4.3,1113,274,32990
HP,HP,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,1984,281,32490
HP,HP,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,100.58,1,Silver,4.3,738,230,34990
Acer,Acer Aspire,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.4,1913,152,61990
MSI,MSI Thin,AMD Ryzen 7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.3,800,311,47990
Lenovo,Lenovo LOQ AMD Ryzen,Intel Core i5,12th Gen,Windows 11 Operating System,24 GB,512,39.62,1,Blue,4.5,587,258,85690
ASUS,ASUS Vivobook,Intel Celeron Dual,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1121,168,47990
Apple,Apple MacBook AIR Apple M,Intel Core i7,13th Gen,Mac OS Operating System,8 GB,256,34.54,2,Silver,4.7,890,315,84990
HP,HP Omen AMD Ryzen,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.89,1,Grey,4.7,722,203,102990
Acer,Acer Predator Neo Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Blue,4.5,400,345,119990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,1,Black,4,1688,260,42990
DELL,DELL Inspiron,Intel Core i7,13th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1571,299,35990
HP,HP Backlit Intel Core i,Intel Core i5,13th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Metallic Black,4.2,1884,315,49990
ASUS,ASUS Vivobook,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.2,512,277,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Metallic Black,4.1,393,311,49690
Lenovo,Lenovo LOQ Intel Core i,Intel Core i7,14th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.4,595,115,76190
DELL,DELL Inspiron,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Black,4.2,873,341,42490
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.3,1266,215,44990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,1845,175,32990
MSI,MSI Thin,Intel Core i3,11th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,1130,304,47990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Blue,4.2,251,208,36990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,1146,333,47990
ASUS,ASUS Vivobook,Intel Core i5,13th Gen,Windows 11 Home Operating System,16 GB,512,39.62,1,Black,4.3,1577,138,40990
HP,HP Victus Intel Core i,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.4,503,188,58990
Lenovo,Lenovo LOQ AMD Ryzen,Intel Core i5,12th Gen,Windows 11 Operating System,24 GB,512,39.62,1,Silver,4.5,1925,273,85690
HP,HP Omen AMD Ryzen,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,1,40.89,1,Blue,4.7,702,323,102990
HP,HP Victus Intel Core i,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,1310,315,65990
Acer,Acer Predator Neo Intel Core i,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Grey,4.5,1264,146,119990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Black,4.3,258,271,36990
HP,HP Victus Intel Core i,AMD Ryzen 7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Black,4.4,1506,236,55990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.3,1372,331,49990
SAMSUNG,SAMSUNG Galaxy Book,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.5,1932,341,75990
Acer,Acer Aspire,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.4,1065,314,67990
Acer,Acer Predator Neo Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Black,4.4,457,227,104990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.2,1404,277,32990
MSI,MSI Crosshair,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Black,4.1,653,176,140990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.3,401,287,49990
HP,HP Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.2,303,350,53990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,2,Grey,4.2,1393,323,29990
Acer,Acer One Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.2,1946,341,28990
Lenovo,Lenovo IdeaPad Slim,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.1,877,114,49690
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,836,135,36990
Acer,Acer Swift Go,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.3,1898,340,59990
Apple,Apple MacBook AIR Apple M,AMD Ryzen 5,11th Gen,Mac OS Operating System,8 GB,256,34.54,1,Grey,4.7,1693,162,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.5,1695,168,61990
Lenovo,Lenovo LOQ Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.4,353,313,76190
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.3,503,307,32990
HP,HP,AMD Ryzen 7,13th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1500,268,32490
HP,HP,AMD Ryzen 7,13th Gen,Windows 11 Operating System,8 GB,512,100.58,2,Silver,4.3,1385,173,34990
Acer,Acer Aspire,Intel Celeron Dual,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.4,1746,309,61990
MSI,MSI Thin,Intel Core i7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.3,348,148,47990
Lenovo,Lenovo LOQ AMD Ryzen,Intel Core i5,12th Gen,Windows 11 Operating System,24 GB,512,39.62,1,Blue,4.5,402,245,85690
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,1163,106,47990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,2,Grey,4.7,1127,103,84990
HP,HP Omen AMD Ryzen,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,1,40.89,2,Blue,4.7,587,189,102990
Acer,Acer Predator Neo Intel Core i,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,1,40.64,2,Metallic Black,4.5,1979,296,119990
Acer,Acer Aspire,Intel Core i7,13th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,1,Grey,4,1071,159,42990
DELL,DELL Inspiron,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1436,154,35990
HP,HP Backlit Intel Core i,Intel Core i7,14th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1993,115,49990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.2,1206,326,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Blue,4.1,1954,317,49690
Lenovo,Lenovo LOQ Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.4,410,309,76190
DELL,DELL Inspiron,Intel Core i3,11th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1853,128,42490
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.3,1050,250,44990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Black,4.3,647,344,32990
MSI,MSI Thin,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.3,1550,113,47990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,100.63,2,Grey,4.2,1065,178,36990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,1777,276,47990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Home Operating System,16 GB,512,39.62,1,Silver,4.3,1665,132,40990
HP,HP Victus Intel Core i,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.4,1408,252,58990
Lenovo,Lenovo LOQ AMD Ryzen,Intel Core i3,12th Gen,Windows 11 Operating System,24 GB,512,39.62,1,Silver,4.5,1468,120,85690
HP,HP Omen AMD Ryzen,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,1,40.89,2,Metallic Black,4.7,650,244,102990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.3,889,122,65990
Acer,Acer Predator Neo Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.64,2,Metallic Black,4.5,937,334,119990
MSI,MSI Modern,AMD Ryzen 7,13th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Metallic Black,4.3,709,308,36990
HP,HP Victus Intel Core i,Intel Core i7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.4,1204,285,55990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.3,719,241,49990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.5,1648,192,75990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.4,1295,119,67990
Acer,Acer Predator Neo Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Grey,4.4,999,257,104990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,1943,118,32990
MSI,MSI Crosshair,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Blue,4.1,287,280,140990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.3,479,202,49990
HP,HP Intel Core i,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.2,1638,283,53990
Acer,Acer Aspire,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.2,812,176,29990
Acer,Acer One Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.2,687,309,28990
Lenovo,Lenovo IdeaPad Slim,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.1,1556,250,49690
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,276,289,36990
Acer,Acer Swift Go,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,475,337,59990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Silver,4.7,1550,132,84990
SAMSUNG,SAMSUNG Galaxy Book,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.5,1047,330,61990
Lenovo,Lenovo LOQ Intel Core i,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.4,1882,331,76190
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Black,4.3,533,117,32990
HP,HP,Intel Celeron Dual,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Blue,4.2,1128,172,32490
